text,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,label
"cassini spacecraft images of saturn #39 s moon befuddling , after staying up much of the night analyzing the first close-up images of titan #39 s smog-shrouded surface , groggy scientists acknowledged yesterday that they were befuddled",0.14211076280041798,0.12307692307692307,0.12307692307692307,0.13906111603188664,0.14211076280041798,0.12307692307692307,0.12307692307692307,0.13906111603188664,0.14211076280041798,0.12307692307692307,0.12307692307692307,0.13906111603188664,0.14211076280041798,0.12307692307692307,0.12307692307692307,0.13906111603188664,0.14211076280041798,0.12307692307692307,0.12307692307692307,0.13906111603188664,0.14211076280041798,0.12307692307692307,0.12307692307692307,0.13906111603188664,0.14211076280041798,0.12307692307692307,0.12307692307692307,0.13906111603188664,0.14211076280041798,0.12307692307692307,0.12307692307692307,0.13906111603188664,3
"vonage connects with linksys , netgear on voip , vonage teams with wi-fi equipment makers linksys and netgear on voice over internet protocol .",0.04597701149425287,0.05641025641025642,0.05641025641025642,0.04605845881310895,0.04597701149425287,0.05641025641025642,0.05641025641025642,0.04605845881310895,0.04597701149425287,0.05641025641025642,0.05641025641025642,0.04605845881310895,0.04597701149425287,0.05641025641025642,0.05641025641025642,0.04605845881310895,0.04597701149425287,0.05641025641025642,0.05641025641025642,0.04605845881310895,0.04597701149425287,0.05641025641025642,0.05641025641025642,0.04605845881310895,0.04597701149425287,0.05641025641025642,0.05641025641025642,0.04605845881310895,0.04597701149425287,0.05641025641025642,0.05641025641025642,0.04605845881310895,3
"a site for banner ad freaks , most internet users try to ignore banner ads , but web designer tari akpodiete can ' t stop collecting them . she ' s put her collection of 15 , 000 ad samples online for all who care to look . by daniel terdiman .",0.15151515151515152,0.2,0.2,0.16031886625332153,0.15151515151515152,0.2,0.2,0.16031886625332153,0.15151515151515152,0.2,0.2,0.16031886625332153,0.15151515151515152,0.2,0.2,0.16031886625332153,0.15151515151515152,0.2,0.2,0.16031886625332153,0.15151515151515152,0.2,0.2,0.16031886625332153,0.15151515151515152,0.2,0.2,0.16031886625332153,0.15151515151515152,0.2,0.2,0.16031886625332153,3
"rumsfeld predicts major iraq ops , large-scale assaults like that in samarra could be the way forward in iraq , the us defence secretary says .",0.04597701149425287,0.06666666666666667,0.06666666666666667,0.04782993799822853,0.04597701149425287,0.06666666666666667,0.06666666666666667,0.04782993799822853,0.04597701149425287,0.06666666666666667,0.06666666666666667,0.04782993799822853,0.04597701149425287,0.06666666666666667,0.06666666666666667,0.04782993799822853,0.04597701149425287,0.06666666666666667,0.06666666666666667,0.04782993799822853,0.04597701149425287,0.06666666666666667,0.06666666666666667,0.04782993799822853,0.04597701149425287,0.06666666666666667,0.06666666666666667,0.04782993799822853,0.04597701149425287,0.06666666666666667,0.06666666666666667,0.04782993799822853,0
"williams thumps schnyder , roddick roars on , serena williams and andy roddick produced some explosive tennis at the us open on sunday as their respective title challenges gained strength .",0.09404388714733544,0.0923076923076923,0.0923076923076923,0.09300265721877769,0.09404388714733544,0.0923076923076923,0.0923076923076923,0.09300265721877769,0.09404388714733544,0.0923076923076923,0.0923076923076923,0.09300265721877769,0.09404388714733544,0.0923076923076923,0.0923076923076923,0.09300265721877769,0.09404388714733544,0.0923076923076923,0.0923076923076923,0.09300265721877769,0.09404388714733544,0.0923076923076923,0.0923076923076923,0.09300265721877769,0.09404388714733544,0.0923076923076923,0.0923076923076923,0.09300265721877769,0.09404388714733544,0.0923076923076923,0.0923076923076923,0.09300265721877769,1
"economy added 337 , 000 jobs in october , us reports , the us economy created 337 , 000 new jobs in october , the government reported friday , snapping a prolonged jobs slump and sparking renewed hopes that , after years",0.12643678160919541,0.14871794871794874,0.14871794871794874,0.13020372010628878,0.12643678160919541,0.14871794871794874,0.14871794871794874,0.13020372010628878,0.12643678160919541,0.14871794871794874,0.14871794871794874,0.13020372010628878,0.12643678160919541,0.14871794871794874,0.14871794871794874,0.13020372010628878,0.12643678160919541,0.14871794871794874,0.14871794871794874,0.13020372010628878,0.12643678160919541,0.14871794871794874,0.14871794871794874,0.13020372010628878,0.12643678160919541,0.14871794871794874,0.14871794871794874,0.13020372010628878,0.12643678160919541,0.14871794871794874,0.14871794871794874,0.13020372010628878,2
"sharp expects record operating profit , osaka ( reuters ) - sharp corp . , the world ' s largest maker of liquid crystal display televisions , said on monday it expected operating profit for the april-september first half to rise 32 percent to a record on strong demand for lcd tvs .",0.1922675026123302,0.20512820512820512,0.20512820512820512,0.195748449955713,0.1922675026123302,0.20512820512820512,0.20512820512820512,0.195748449955713,0.1922675026123302,0.20512820512820512,0.20512820512820512,0.195748449955713,0.1922675026123302,0.20512820512820512,0.20512820512820512,0.195748449955713,0.1922675026123302,0.20512820512820512,0.20512820512820512,0.195748449955713,0.1922675026123302,0.20512820512820512,0.20512820512820512,0.195748449955713,0.1922675026123302,0.20512820512820512,0.20512820512820512,0.195748449955713,0.1922675026123302,0.20512820512820512,0.20512820512820512,0.195748449955713,2
"closer ' s role , he was the insurance policy , neatly tucked away in a file cabinet in the basement , maybe destined to languish there until he was rendered irrelevant or forgotten . and bronson arroyo ' s potential beneficiaries -- his red sox teammates -- wondered why .",0.18181818181818185,0.1948717948717949,0.1948717948717949,0.18511957484499558,0.18181818181818185,0.1948717948717949,0.1948717948717949,0.18511957484499558,0.18181818181818185,0.1948717948717949,0.1948717948717949,0.18511957484499558,0.18181818181818185,0.1948717948717949,0.1948717948717949,0.18511957484499558,0.18181818181818185,0.1948717948717949,0.1948717948717949,0.18511957484499558,0.18181818181818185,0.1948717948717949,0.1948717948717949,0.18511957484499558,0.18181818181818185,0.1948717948717949,0.1948717948717949,0.18511957484499558,0.18181818181818185,0.1948717948717949,0.1948717948717949,0.18511957484499558,1
"israel holds out prospect of gaza coordination ( reuters ) , reuters - israel held out the prospect on\monday of coordinating a planned unilateral gaza pullout with\the palestinians if a new leadership succeeding yasser arafat\cracked down on militants .",0.16196447230929992,0.13333333333333336,0.13333333333333336,0.15766164747564215,0.16196447230929992,0.13333333333333336,0.13333333333333336,0.15766164747564215,0.16196447230929992,0.13333333333333336,0.13333333333333336,0.15766164747564215,0.16196447230929992,0.13333333333333336,0.13333333333333336,0.15766164747564215,0.16196447230929992,0.13333333333333336,0.13333333333333336,0.15766164747564215,0.16196447230929992,0.13333333333333336,0.13333333333333336,0.15766164747564215,0.16196447230929992,0.13333333333333336,0.13333333333333336,0.15766164747564215,0.16196447230929992,0.13333333333333336,0.13333333333333336,0.15766164747564215,0
"update 1-lewis fires spectacular 62 to take funai lead , jl lewis produced a dazzling 10-under-par 62 to grab a two-shot lead after the opening round of the \$4 . 2 million funai classic at the walt disney resort on thursday .",0.13270637408568445,0.14871794871794874,0.14871794871794874,0.1355181576616475,0.13270637408568445,0.14871794871794874,0.14871794871794874,0.1355181576616475,0.13270637408568445,0.14871794871794874,0.14871794871794874,0.1355181576616475,0.13270637408568445,0.14871794871794874,0.14871794871794874,0.1355181576616475,0.13270637408568445,0.14871794871794874,0.14871794871794874,0.1355181576616475,0.13270637408568445,0.14871794871794874,0.14871794871794874,0.1355181576616475,0.13270637408568445,0.14871794871794874,0.14871794871794874,0.1355181576616475,0.13270637408568445,0.14871794871794874,0.14871794871794874,0.1355181576616475,1
"europe expected to say yes to turkey , depending on which direction you are coming from , european leaders are meeting in brussels today either to crash the eu dream or cut the ribbon on a vital bridge between islam and the west .",0.13688610240334378,0.15897435897435896,0.15897435897435896,0.1408325952170062,0.13688610240334378,0.15897435897435896,0.15897435897435896,0.1408325952170062,0.13688610240334378,0.15897435897435896,0.15897435897435896,0.1408325952170062,0.13688610240334378,0.15897435897435896,0.15897435897435896,0.1408325952170062,0.13688610240334378,0.15897435897435896,0.15897435897435896,0.1408325952170062,0.13688610240334378,0.15897435897435896,0.15897435897435896,0.1408325952170062,0.13688610240334378,0.15897435897435896,0.15897435897435896,0.1408325952170062,0.13688610240334378,0.15897435897435896,0.15897435897435896,0.1408325952170062,0
"belarus team carries heart , soul of country , the people of belarus know oppression . they know hardship and misfortune on a scale far beyond most corners of the world . so it should be no surprise to learn that an entire countrys great",0.14420062695924765,0.16410256410256413,0.16410256410256413,0.1479185119574845,0.14420062695924765,0.16410256410256413,0.16410256410256413,0.1479185119574845,0.14420062695924765,0.16410256410256413,0.16410256410256413,0.1479185119574845,0.14420062695924765,0.16410256410256413,0.16410256410256413,0.1479185119574845,0.14420062695924765,0.16410256410256413,0.16410256410256413,0.1479185119574845,0.14420062695924765,0.16410256410256413,0.16410256410256413,0.1479185119574845,0.14420062695924765,0.16410256410256413,0.16410256410256413,0.1479185119574845,0.14420062695924765,0.16410256410256413,0.16410256410256413,0.1479185119574845,1
"constellation bids \$970 mln for mondavi , wine and beer distributor constellation brands inc . ( stz . n quote , profile , research ) on tuesday said it launched an unsolicited \$970 million offer for winemaker robert mondavi corp .",0.14002089864158832,0.14358974358974358,0.14358974358974358,0.1408325952170062,0.14002089864158832,0.14358974358974358,0.14358974358974358,0.1408325952170062,0.14002089864158832,0.14358974358974358,0.14358974358974358,0.1408325952170062,0.14002089864158832,0.14358974358974358,0.14358974358974358,0.1408325952170062,0.14002089864158832,0.14358974358974358,0.14358974358974358,0.1408325952170062,0.14002089864158832,0.14358974358974358,0.14358974358974358,0.1408325952170062,0.14002089864158832,0.14358974358974358,0.14358974358974358,0.1408325952170062,0.14002089864158832,0.14358974358974358,0.14358974358974358,0.1408325952170062,2
"#39 yes #39 camp claims victory in french socialists #39 vote on eu &lt b&gt . . . &lt /b&gt , france #39 s opposition socialist party voted in favor of the european union #39 s new constitution , party leaders said thursday , boosting the chances of success for a national referendum and drawing jubilant praise from pro-eu forces across the continent .",0.26645768025078376,0.26153846153846155,0.26153846153846155,0.2683790965456156,0.26645768025078376,0.26153846153846155,0.26153846153846155,0.2683790965456156,0.26645768025078376,0.26153846153846155,0.26153846153846155,0.2683790965456156,0.26645768025078376,0.26153846153846155,0.26153846153846155,0.2683790965456156,0.26645768025078376,0.26153846153846155,0.26153846153846155,0.2683790965456156,0.26645768025078376,0.26153846153846155,0.26153846153846155,0.2683790965456156,0.26645768025078376,0.26153846153846155,0.26153846153846155,0.2683790965456156,0.26645768025078376,0.26153846153846155,0.26153846153846155,0.2683790965456156,0
"oracle readies major app server upgrade , san francisco -- oracle on wednesday will introduce oracle application server 10g release 2 , which is being characterized as a significant upgrade to the product with improvements in java , web services , and identity management and the addition of rfid backing .",0.21630094043887152,0.1948717948717949,0.1948717948717949,0.21434898139946856,0.21630094043887152,0.1948717948717949,0.1948717948717949,0.21434898139946856,0.21630094043887152,0.1948717948717949,0.1948717948717949,0.21434898139946856,0.21630094043887152,0.1948717948717949,0.1948717948717949,0.21434898139946856,0.21630094043887152,0.1948717948717949,0.1948717948717949,0.21434898139946856,0.21630094043887152,0.1948717948717949,0.1948717948717949,0.21434898139946856,0.21630094043887152,0.1948717948717949,0.1948717948717949,0.21434898139946856,0.21630094043887152,0.1948717948717949,0.1948717948717949,0.21434898139946856,3
"the ( mis ) information age , the online world has once again become a breeding ground for conspiracy theories , this time with allegations that last week ' s presidential election was rigged in favor of george w . bush . missing links",0.14211076280041798,0.15897435897435896,0.15897435897435896,0.14526129317980513,0.14211076280041798,0.15897435897435896,0.15897435897435896,0.14526129317980513,0.14211076280041798,0.15897435897435896,0.15897435897435896,0.14526129317980513,0.14211076280041798,0.15897435897435896,0.15897435897435896,0.14526129317980513,0.14211076280041798,0.15897435897435896,0.15897435897435896,0.14526129317980513,0.14211076280041798,0.15897435897435896,0.15897435897435896,0.14526129317980513,0.14211076280041798,0.15897435897435896,0.15897435897435896,0.14526129317980513,0.14211076280041798,0.15897435897435896,0.15897435897435896,0.14526129317980513,3
"meeting site stands nearly alone , in most internet categories , successful sites have led to copycats . but one growing internet service has attracted a loyal following but , strangely , no rivals .",0.10449320794148381,0.11282051282051282,0.11282051282051282,0.10540301151461472,0.10449320794148381,0.11282051282051282,0.11282051282051282,0.10540301151461472,0.10449320794148381,0.11282051282051282,0.11282051282051282,0.10540301151461472,0.10449320794148381,0.11282051282051282,0.11282051282051282,0.10540301151461472,0.10449320794148381,0.11282051282051282,0.11282051282051282,0.10540301151461472,0.10449320794148381,0.11282051282051282,0.11282051282051282,0.10540301151461472,0.10449320794148381,0.11282051282051282,0.11282051282051282,0.10540301151461472,0.10449320794148381,0.11282051282051282,0.11282051282051282,0.10540301151461472,3
"philippines 1 , 000 dead or missing , real , philippines -- rescuers are battling to reach thousands of people left stranded in the philippines , where storms have left 1 , 000 people dead or missing .",0.10658307210031348,0.1282051282051282,0.1282051282051282,0.10983170947741365,0.10658307210031348,0.1282051282051282,0.1282051282051282,0.10983170947741365,0.10658307210031348,0.1282051282051282,0.1282051282051282,0.10983170947741365,0.10658307210031348,0.1282051282051282,0.1282051282051282,0.10983170947741365,0.10658307210031348,0.1282051282051282,0.1282051282051282,0.10983170947741365,0.10658307210031348,0.1282051282051282,0.1282051282051282,0.10983170947741365,0.10658307210031348,0.1282051282051282,0.1282051282051282,0.10983170947741365,0.10658307210031348,0.1282051282051282,0.1282051282051282,0.10983170947741365,0
"us presidential race most expensive in history study ( afp ) , afp - the 2004 us presidential election is set to smash all spending records according to an independent study , which estimates that more than a billion dollars will be spent on the race for the white house by election day .",0.1974921630094044,0.2102564102564103,0.2102564102564103,0.2010628875110717,0.1974921630094044,0.2102564102564103,0.2102564102564103,0.2010628875110717,0.1974921630094044,0.2102564102564103,0.2102564102564103,0.2010628875110717,0.1974921630094044,0.2102564102564103,0.2102564102564103,0.2010628875110717,0.1974921630094044,0.2102564102564103,0.2102564102564103,0.2010628875110717,0.1974921630094044,0.2102564102564103,0.2102564102564103,0.2010628875110717,0.1974921630094044,0.2102564102564103,0.2102564102564103,0.2010628875110717,0.1974921630094044,0.2102564102564103,0.2102564102564103,0.2010628875110717,0
"mforma makes marvel-ous deal , rather than tell you , dan kranzler chooses instead to show you how he turned mforma into a worldwide publisher of video games , ringtones and other hot downloads for mobile phones .",0.11912225705329155,0.1282051282051282,0.1282051282051282,0.1204605845881311,0.11912225705329155,0.1282051282051282,0.1282051282051282,0.1204605845881311,0.11912225705329155,0.1282051282051282,0.1282051282051282,0.1204605845881311,0.11912225705329155,0.1282051282051282,0.1282051282051282,0.1204605845881311,0.11912225705329155,0.1282051282051282,0.1282051282051282,0.1204605845881311,0.11912225705329155,0.1282051282051282,0.1282051282051282,0.1204605845881311,0.11912225705329155,0.1282051282051282,0.1282051282051282,0.1204605845881311,0.11912225705329155,0.1282051282051282,0.1282051282051282,0.1204605845881311,3
"dollar edges higher as greenspan awaited , the dollar posted modest gains on wednesday as investors awaited comments from the federal reserve chief that are expected to point to further rises in us interest rates this year .",0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,2
"blast near convoy of palestinian security chief , a car bomb exploded near the convoy of a palestinian security chief in the gaza strip as it left a security headquarters on tuesday , witnesses said .",0.10553814002089865,0.11794871794871796,0.11794871794871796,0.10717449069973427,0.10553814002089865,0.11794871794871796,0.11794871794871796,0.10717449069973427,0.10553814002089865,0.11794871794871796,0.11794871794871796,0.10717449069973427,0.10553814002089865,0.11794871794871796,0.11794871794871796,0.10717449069973427,0.10553814002089865,0.11794871794871796,0.11794871794871796,0.10717449069973427,0.10553814002089865,0.11794871794871796,0.11794871794871796,0.10717449069973427,0.10553814002089865,0.11794871794871796,0.11794871794871796,0.10717449069973427,0.10553814002089865,0.11794871794871796,0.11794871794871796,0.10717449069973427,0
"sony #39 s psp console sells out in tokyo after debut ( update1 ) , sony corp . #39 s new psp portable game console sold out at tokyo electronic retailers such as yodobashi camera co . and bic camera co .",0.10971786833855801,0.14871794871794874,0.14871794871794874,0.11603188662533216,0.10971786833855801,0.14871794871794874,0.14871794871794874,0.11603188662533216,0.10971786833855801,0.14871794871794874,0.14871794871794874,0.11603188662533216,0.10971786833855801,0.14871794871794874,0.14871794871794874,0.11603188662533216,0.10971786833855801,0.14871794871794874,0.14871794871794874,0.11603188662533216,0.10971786833855801,0.14871794871794874,0.14871794871794874,0.11603188662533216,0.10971786833855801,0.14871794871794874,0.14871794871794874,0.11603188662533216,0.10971786833855801,0.14871794871794874,0.14871794871794874,0.11603188662533216,3
"eu decision on the final lifting of sanctions imposed on libya , libya achieved monday a new major political victory by the eu decision fully and finally lifting the embargo on selling and exporting weapons to libya imposed since 1986 .",0.14315569487983282,0.14358974358974358,0.14358974358974358,0.14348981399468558,0.14315569487983282,0.14358974358974358,0.14358974358974358,0.14348981399468558,0.14315569487983282,0.14358974358974358,0.14358974358974358,0.14348981399468558,0.14315569487983282,0.14358974358974358,0.14358974358974358,0.14348981399468558,0.14315569487983282,0.14358974358974358,0.14358974358974358,0.14348981399468558,0.14315569487983282,0.14358974358974358,0.14358974358974358,0.14348981399468558,0.14315569487983282,0.14358974358974358,0.14358974358974358,0.14348981399468558,0.14315569487983282,0.14358974358974358,0.14358974358974358,0.14348981399468558,0
"spaceshipone soars to space for \$10m prize , mojave , calif . oct . 4 , 2004 - a stubby rocket plane was slung from the belly of a carrier plane toward space monday in the final leg of a trip toward the edge of the earth #39 s atmosphere and a \$10 million prize .",0.17345872518286312,0.2205128205128205,0.2205128205128205,0.1824623560673162,0.17345872518286312,0.2205128205128205,0.2205128205128205,0.1824623560673162,0.17345872518286312,0.2205128205128205,0.2205128205128205,0.1824623560673162,0.17345872518286312,0.2205128205128205,0.2205128205128205,0.1824623560673162,0.17345872518286312,0.2205128205128205,0.2205128205128205,0.1824623560673162,0.17345872518286312,0.2205128205128205,0.2205128205128205,0.1824623560673162,0.17345872518286312,0.2205128205128205,0.2205128205128205,0.1824623560673162,0.17345872518286312,0.2205128205128205,0.2205128205128205,0.1824623560673162,3
"dvdrw alliance increases rewrite speed to 8x , the dvdrw alliance has announced the release of final draft specifications for 8x rewriting on dvdrw media produced by hewlett packard , mkm , philips , ricoh , sony and yamaha .",0.1316614420062696,0.13846153846153847,0.13846153846153847,0.1328609388839681,0.1316614420062696,0.13846153846153847,0.13846153846153847,0.1328609388839681,0.1316614420062696,0.13846153846153847,0.13846153846153847,0.1328609388839681,0.1316614420062696,0.13846153846153847,0.13846153846153847,0.1328609388839681,0.1316614420062696,0.13846153846153847,0.13846153846153847,0.1328609388839681,0.1316614420062696,0.13846153846153847,0.13846153846153847,0.1328609388839681,0.1316614420062696,0.13846153846153847,0.13846153846153847,0.1328609388839681,0.1316614420062696,0.13846153846153847,0.13846153846153847,0.1328609388839681,3
"japan may allow women on throne , japan #39 s ruling party is considering proposals to revise the constitution to let women take the throne , according to a draft seen by local media .",0.08881922675026124,0.11282051282051282,0.11282051282051282,0.09211691762621789,0.08881922675026124,0.11282051282051282,0.11282051282051282,0.09211691762621789,0.08881922675026124,0.11282051282051282,0.11282051282051282,0.09211691762621789,0.08881922675026124,0.11282051282051282,0.11282051282051282,0.09211691762621789,0.08881922675026124,0.11282051282051282,0.11282051282051282,0.09211691762621789,0.08881922675026124,0.11282051282051282,0.11282051282051282,0.09211691762621789,0.08881922675026124,0.11282051282051282,0.11282051282051282,0.09211691762621789,0.08881922675026124,0.11282051282051282,0.11282051282051282,0.09211691762621789,0
"building collapse at dubai airport 50 feared dead , dubai a building under construction at dubai airport collapsed on monday , killing about 50 people , according to reports . an unspecified number of workers are trapped in the debris , police and airport officials said .",0.180773249738767,0.17435897435897435,0.17435897435897435,0.18069087688219665,0.180773249738767,0.17435897435897435,0.17435897435897435,0.18069087688219665,0.180773249738767,0.17435897435897435,0.17435897435897435,0.18069087688219665,0.180773249738767,0.17435897435897435,0.17435897435897435,0.18069087688219665,0.180773249738767,0.17435897435897435,0.17435897435897435,0.18069087688219665,0.180773249738767,0.17435897435897435,0.17435897435897435,0.18069087688219665,0.180773249738767,0.17435897435897435,0.17435897435897435,0.18069087688219665,0.180773249738767,0.17435897435897435,0.17435897435897435,0.18069087688219665,0
"quarter earnings drop 79 , charlotte , nc - shares of krispy kreme doughnuts inc . #39 s fell sharply monday as a 79 percent plunge in third-quarter earnings and an intensifying accounting investigation overshadowed the pastrymaker #39 s statement that the low-carb craze might be easing .",0.19853709508881925,0.17948717948717952,0.17948717948717952,0.19663418954827278,0.19853709508881925,0.17948717948717952,0.17948717948717952,0.19663418954827278,0.19853709508881925,0.17948717948717952,0.17948717948717952,0.19663418954827278,0.19853709508881925,0.17948717948717952,0.17948717948717952,0.19663418954827278,0.19853709508881925,0.17948717948717952,0.17948717948717952,0.19663418954827278,0.19853709508881925,0.17948717948717952,0.17948717948717952,0.19663418954827278,0.19853709508881925,0.17948717948717952,0.17948717948717952,0.19663418954827278,0.19853709508881925,0.17948717948717952,0.17948717948717952,0.19663418954827278,2
"four former gurkhas dead in iraq , four employees of a british security firm are killed inside the high-security green zone in baghdad .",0.038662486938349006,0.05641025641025642,0.05641025641025642,0.03985828166519044,0.038662486938349006,0.05641025641025642,0.05641025641025642,0.03985828166519044,0.038662486938349006,0.05641025641025642,0.05641025641025642,0.03985828166519044,0.038662486938349006,0.05641025641025642,0.05641025641025642,0.03985828166519044,0.038662486938349006,0.05641025641025642,0.05641025641025642,0.03985828166519044,0.038662486938349006,0.05641025641025642,0.05641025641025642,0.03985828166519044,0.038662486938349006,0.05641025641025642,0.05641025641025642,0.03985828166519044,0.038662486938349006,0.05641025641025642,0.05641025641025642,0.03985828166519044,0
"putin rules out talks with chechen rebels , london russian president vladimir putin has forcefully ruled out any negotiations with chechen separatists following the deaths of more than 350 people in a hostage-taking crisis in southern russia , the guardian newspaper reported on tuesday .",0.1974921630094044,0.16410256410256413,0.16410256410256413,0.19309123117803367,0.1974921630094044,0.16410256410256413,0.16410256410256413,0.19309123117803367,0.1974921630094044,0.16410256410256413,0.16410256410256413,0.19309123117803367,0.1974921630094044,0.16410256410256413,0.16410256410256413,0.19309123117803367,0.1974921630094044,0.16410256410256413,0.16410256410256413,0.19309123117803367,0.1974921630094044,0.16410256410256413,0.16410256410256413,0.19309123117803367,0.1974921630094044,0.16410256410256413,0.16410256410256413,0.19309123117803367,0.1974921630094044,0.16410256410256413,0.16410256410256413,0.19309123117803367,0
"four dead after attack on homeless man , four homeless men were bludgeoned to death and six were in critical condition on friday following early morning attacks by unknown assailants in downtown streets of sao paulo , a police spokesman said .",0.1504702194357367,0.14871794871794874,0.14871794871794874,0.15057573073516384,0.1504702194357367,0.14871794871794874,0.14871794871794874,0.15057573073516384,0.1504702194357367,0.14871794871794874,0.14871794871794874,0.15057573073516384,0.1504702194357367,0.14871794871794874,0.14871794871794874,0.15057573073516384,0.1504702194357367,0.14871794871794874,0.14871794871794874,0.15057573073516384,0.1504702194357367,0.14871794871794874,0.14871794871794874,0.15057573073516384,0.1504702194357367,0.14871794871794874,0.14871794871794874,0.15057573073516384,0.1504702194357367,0.14871794871794874,0.14871794871794874,0.15057573073516384,0
"haiti ' s wounds overwhelm a suffering public hospital , haiti ' s largest public hospital is barely functioning despite foreign governments ' pledging \$1 . 4 billion toward haiti ' s long-term development .",0.11389759665621735,0.11282051282051282,0.11282051282051282,0.11337466784765278,0.11389759665621735,0.11282051282051282,0.11282051282051282,0.11337466784765278,0.11389759665621735,0.11282051282051282,0.11282051282051282,0.11337466784765278,0.11389759665621735,0.11282051282051282,0.11282051282051282,0.11337466784765278,0.11389759665621735,0.11282051282051282,0.11282051282051282,0.11337466784765278,0.11389759665621735,0.11282051282051282,0.11282051282051282,0.11337466784765278,0.11389759665621735,0.11282051282051282,0.11282051282051282,0.11337466784765278,0.11389759665621735,0.11282051282051282,0.11282051282051282,0.11337466784765278,0
"fergie hails footballing #39 eccentric #39 clough , sir alex ferguson tonight hailed brian clough as a great footballing eccentric and a fantastic manager following the death of his old sparring partner .",0.10971786833855801,0.10256410256410257,0.10256410256410257,0.10806023029229407,0.10971786833855801,0.10256410256410257,0.10256410256410257,0.10806023029229407,0.10971786833855801,0.10256410256410257,0.10256410256410257,0.10806023029229407,0.10971786833855801,0.10256410256410257,0.10256410256410257,0.10806023029229407,0.10971786833855801,0.10256410256410257,0.10256410256410257,0.10806023029229407,0.10971786833855801,0.10256410256410257,0.10256410256410257,0.10806023029229407,0.10971786833855801,0.10256410256410257,0.10256410256410257,0.10806023029229407,0.10971786833855801,0.10256410256410257,0.10256410256410257,0.10806023029229407,1
"gop platform broadband and r d tax credits , widely available broadband , electronic health records and increased government spending on research and development ( r d ) are among the technology-related goals in the u . s . republican party ' s 2004 platform , released this week .",0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,3
"u . s . ambassador calls on taliban to lay down arms , kabul ( reuters ) - the united states called on taliban guerrillas to lay down their arms thursday , saying afghans had voted against violence and those who gave up their insurgency would not be punished unless they were guilty of major crimes .",0.21003134796238246,0.22564102564102567,0.22564102564102567,0.21434898139946856,0.21003134796238246,0.22564102564102567,0.22564102564102567,0.21434898139946856,0.21003134796238246,0.22564102564102567,0.22564102564102567,0.21434898139946856,0.21003134796238246,0.22564102564102567,0.22564102564102567,0.21434898139946856,0.21003134796238246,0.22564102564102567,0.22564102564102567,0.21434898139946856,0.21003134796238246,0.22564102564102567,0.22564102564102567,0.21434898139946856,0.21003134796238246,0.22564102564102567,0.22564102564102567,0.21434898139946856,0.21003134796238246,0.22564102564102567,0.22564102564102567,0.21434898139946856,0
"vivendi to sell 15 stake in veolia to reduce debt ( update3 ) , vivendi universal sa , owner of the world #39 s largest music company , plans to sell a 15 percent stake in veolia environnement sa to cut debt and focus on media and mobile-phone businesses .",0.16405433646812959,0.18974358974358974,0.18974358974358974,0.1691762621789194,0.16405433646812959,0.18974358974358974,0.18974358974358974,0.1691762621789194,0.16405433646812959,0.18974358974358974,0.18974358974358974,0.1691762621789194,0.16405433646812959,0.18974358974358974,0.18974358974358974,0.1691762621789194,0.16405433646812959,0.18974358974358974,0.18974358974358974,0.1691762621789194,0.16405433646812959,0.18974358974358974,0.18974358974358974,0.1691762621789194,0.16405433646812959,0.18974358974358974,0.18974358974358974,0.1691762621789194,0.16405433646812959,0.18974358974358974,0.18974358974358974,0.1691762621789194,2
